Client,Industry,Platform,Content_Type,Content_Topic,Posting_Timestamp,Posting_Day,Posting_Hour,Reach,Ad_Spend,Performance_Score
Client_02,FinTech,Instagram,Carousel,Education,2026-01-22 00:00:00,Thursday,0,14922,361.05,75
Client_14,SaaS,LinkedIn,Case Study,Promo,2024-02-15 01:00:00,Thursday,1,1652,321.37,70
Client_02,Health,Instagram,Reel,Education,2025-12-05 00:00:00,Friday,0,7254,328.55,83
Client_12,SaaS,Instagram,Blog Post,Trends,2025-07-12 15:00:00,Saturday,15,12656,473.35,78
Client_14,FinTech,YouTube,Infographic,Customer Success,2024-11-21 05:00:00,Thursday,5,12608,399.16,64
Client_04,Fashion,X,Blog Post,Education,2024-08-06 05:00:00,Tuesday,5,4300,107.57,64
Client_05,Health,Instagram,Carousel,Behind the Scenes,2025-12-06 23:00:00,Saturday,23,6810,206.38,67
Client_08,Fashion,LinkedIn,Blog Post,Education,2026-04-15 16:00:00,Wednesday,16,11444,245.93,72
Client_15,Fashion,Facebook,Carousel,Promo,2025-06-16 07:00:00,Monday,7,4110,228.18,60
Client_06,Fashion,Instagram,Blog Post,Trends,2026-09-18 04:00:00,Friday,4,13567,351.19,71
Client_14,E-commerce,Facebook,Reel,Trends,2025-11-07 20:00:00,Friday,20,2604,451.35,76
Client_15,Real Estate,LinkedIn,Reel,Education,2025-07-03 08:00:00,Thursday,8,12228,187.72,81
Client_04,E-commerce,Instagram,Reel,Customer Success,2024-05-19 07:00:00,Sunday,7,14682,298.34,89
Client_13,Real Estate,X,Reel,Behind the Scenes,2025-07-16 12:00:00,Wednesday,12,14899,405.23,79
Client_11,Fashion,Instagram,Reel,Trends,2026-05-02 06:00:00,Saturday,6,8861,237.3,91
Client_07,Health,YouTube,Reel,Promo,2025-02-06 14:00:00,Thursday,14,5699,125.65,82
Client_08,Real Estate,Facebook,Carousel,Promo,2025-12-07 20:00:00,Sunday,20,5354,263.73,67
Client_02,FinTech,Instagram,Infographic,,2025-09-22 05:00:00,Monday,5,8763,74.85,66
Client_12,FinTech,YouTube,Blog Post,Trends,2026-09-01 12:00:00,Tuesday,12,13186,474.07,61
Client_07,SaaS,X,Reel,Education,2024-12-04 18:00:00,Wednesday,18,3414,83.67,70
Client_15,Real Estate,Instagram,Carousel,Promo,2026-03-24 19:00:00,Tuesday,19,8865,247.31,70
Client_14,Health,Facebook,Carousel,Customer Success,2026-05-09 17:00:00,Saturday,17,4572,288.45,60
Client_02,E-commerce,LinkedIn,Carousel,Trends,2024-03-10 23:00:00,Sunday,23,10698,493.39,70
Client_02,Fashion,YouTube,Infographic,Trends,2024-05-26 02:00:00,Sunday,2,1906,124.71,59
Client_08,SaaS,YouTube,Blog Post,Trends,2025-07-07 12:00:00,Monday,12,1666,101.49,59
Client_02,FinTech,Instagram,Infographic,Trends,2024-10-29 05:00:00,Tuesday,5,2008,53.92,71
Client_15,E-commerce,X,Case Study,Trends,2026-03-08 00:00:00,Sunday,0,3161,120.01,63
Client_11,E-commerce,X,Carousel,Promo,2025-01-28 03:00:00,Tuesday,3,5164,143.27,60
Client_09,Fashion,YouTube,Case Study,Customer Success,2026-06-17 20:00:00,Wednesday,20,4989,333.76,68
Client_12,Real Estate,YouTube,Reel,Trends,2025-04-16 06:00:00,Wednesday,6,14550,148.87,78
Client_01,FinTech,YouTube,Reel,Behind the Scenes,2025-07-08 00:00:00,Tuesday,0,2180,59.23,76
Client_15,Health,LinkedIn,Infographic,Behind the Scenes,2026-02-10 21:00:00,Tuesday,21,4024,421.98,71
Client_09,E-commerce,YouTube,Blog Post,Customer Success,2025-07-05 21:00:00,Saturday,21,3620,214.52,65
Client_15,Fashion,LinkedIn,Case Study,Education,2025-04-09 15:00:00,Wednesday,15,6760,209.16,72
Client_01,Health,LinkedIn,Blog Post,Education,2025-03-11 17:00:00,Tuesday,17,14369,186.12,68
Client_10,Real Estate,YouTube,Infographic,Education,2026-08-16 09:00:00,Sunday,9,5857,488.92,62
Client_13,FinTech,LinkedIn,Reel,Behind the Scenes,2024-04-13 07:00:00,Saturday,7,2863,126.55,80
Client_10,Real Estate,Instagram,Blog Post,Education,2026-08-10 20:00:00,Monday,20,11023,454.21,74
Client_02,E-commerce,Instagram,Blog Post,Promo,2026-12-28 03:00:00,Monday,3,3792,399.56,66
Client_06,Health,LinkedIn,Reel,Trends,2026-09-18 21:00:00,Friday,21,3038,84.42,84
Client_06,Health,YouTube,Case Study,Behind the Scenes,2024-07-04 12:00:00,Thursday,12,4908,494.03,74
Client_01,Health,LinkedIn,Reel,Customer Success,2024-09-02 01:00:00,Monday,1,9242,172.11,82
Client_07,E-commerce,YouTube,Blog Post,Customer Success,2026-08-18 09:00:00,Tuesday,9,10252,94.36,62
Client_08,E-commerce,LinkedIn,Case Study,Trends,2025-08-09 05:00:00,Saturday,5,10791,423.19,76
Client_02,Real Estate,YouTube,Case Study,Behind the Scenes,2024-04-28 17:00:00,Sunday,17,3403,368.0,72
Client_08,SaaS,Instagram,Reel,Education,2024-11-03 22:00:00,Sunday,22,1674,327.75,85
Client_09,Real Estate,LinkedIn,Blog Post,Education,2026-08-28 09:00:00,Friday,9,11848,120.19,71
Client_06,FinTech,YouTube,Infographic,Promo,2025-05-11 18:00:00,Sunday,18,3730,265.32,63
Client_05,Fashion,Facebook,Blog Post,Promo,2024-04-13 17:00:00,Saturday,17,5787,401.25,70
Client_12,Health,LinkedIn,Carousel,Education,2025-02-13 07:00:00,Thursday,7,5660,186.63,66
Client_09,SaaS,Instagram,Infographic,Customer Success,2025-01-18 15:00:00,Saturday,15,13612,190.26,68
Client_13,Fashion,Instagram,Case Study,Customer Success,2025-02-01 12:00:00,Saturday,12,8606,51.41,76
Client_12,SaaS,Instagram,Infographic,Promo,2025-11-12 20:00:00,Wednesday,20,11189,128.41,74
Client_11,Real Estate,YouTube,Case Study,Trends,2024-07-11 03:00:00,Thursday,3,13546,443.93,74
Client_09,E-commerce,Instagram,Case Study,Education,2026-03-11 23:00:00,Wednesday,23,4671,248.79,77
Client_01,Health,LinkedIn,Infographic,Promo,2026-11-03 23:00:00,Tuesday,23,3067,492.91,66
Client_11,Real Estate,LinkedIn,Case Study,,2024-09-01 22:00:00,Sunday,22,2651,228.07,75
Client_03,Fashion,Instagram,Case Study,,2025-11-12 03:00:00,Wednesday,3,9119,371.83,77
Client_09,Fashion,LinkedIn,Carousel,Education,2026-11-27 07:00:00,Friday,7,7533,176.86,66
Client_11,Fashion,Instagram,Blog Post,Customer Success,2026-08-03 07:00:00,Monday,7,10060,213.71,70
Client_02,Fashion,LinkedIn,Blog Post,,2024-02-05 11:00:00,Monday,11,6446,135.83,71
Client_12,Fashion,Instagram,Carousel,Trends,2026-01-22 23:00:00,Thursday,23,9734,206.18,78
Client_04,SaaS,Facebook,Infographic,Education,2024-10-11 17:00:00,Friday,17,3407,296.26,57
Client_04,Real Estate,Instagram,Reel,Behind the Scenes,2025-05-12 10:00:00,Monday,10,4990,496.3,87
Client_02,Health,X,Reel,Promo,2024-04-11 03:00:00,Thursday,3,4035,348.89,81
Client_15,E-commerce,LinkedIn,Reel,Promo,2026-12-25 08:00:00,Friday,8,5673,139.66,84
Client_03,E-commerce,Facebook,Carousel,,2024-06-15 16:00:00,Saturday,16,12565,70.23,62
Client_13,Real Estate,YouTube,Carousel,Behind the Scenes,2024-07-29 12:00:00,Monday,12,11516,106.86,59
Client_03,Real Estate,YouTube,Case Study,Customer Success,2024-04-24 02:00:00,Wednesday,2,2793,,72
Client_01,E-commerce,YouTube,Reel,Education,2026-07-10 12:00:00,Friday,12,6269,394.32,79
Client_06,E-commerce,LinkedIn,Infographic,Education,2024-08-12 11:00:00,Monday,11,6296,473.19,63
Client_08,SaaS,LinkedIn,Infographic,,2024-11-29 10:00:00,Friday,10,14546,57.12,72
Client_12,FinTech,LinkedIn,Reel,Education,2024-08-18 16:00:00,Sunday,16,8371,,78
Client_03,Health,LinkedIn,Reel,Education,2025-07-15 15:00:00,Tuesday,15,13078,261.89,83
Client_05,Fashion,Instagram,Reel,Education,2024-06-12 01:00:00,Wednesday,1,4472,345.22,86
Client_01,FinTech,LinkedIn,Carousel,Promo,2025-12-28 02:00:00,Sunday,2,5422,301.81,72
Client_10,Real Estate,YouTube,Carousel,Customer Success,2026-10-01 11:00:00,Thursday,11,6497,359.17,62
Client_07,E-commerce,LinkedIn,Carousel,Customer Success,2026-05-15 04:00:00,Friday,4,8532,346.14,67
Client_10,FinTech,YouTube,Blog Post,Education,2025-03-19 04:00:00,Wednesday,4,2492,102.66,57
Client_13,Health,YouTube,Infographic,Promo,2026-05-03 19:00:00,Sunday,19,9612,409.87,61
Client_01,Real Estate,X,Infographic,Customer Success,2024-08-26 14:00:00,Monday,14,6787,105.45,60
Client_12,Fashion,Instagram,Case Study,Customer Success,2024-05-20 13:00:00,Monday,13,12078,,78
Client_11,Fashion,LinkedIn,Carousel,Customer Success,2025-05-21 17:00:00,Wednesday,17,3740,237.27,67
